Gene,mean_exp_c57,koff_c57,kon_c57,regime_c57,regime_v2_c57,s_c57
Nedd8,9.85,2.43967456,1.50036576,unz,unz,25.87086883
Nefh,0.28,1.71682257,0.02701314,uz,uz,17.88970555
Nefl,0.43,2.64175378,0.18732036,uz,uz,6.42547084
Nefm,1.26,2.33598673,0.0355489259,uz,uz,83.9999738
Nek1,0.43,0.34716021,0.06654706,b,uz,2.66092304
Nek2,1.56,3.1592117,0.75142559,uz,uz,8.10361432
Nek4,0.58,14.8546182,0.54117913,uz,uz,16.52047552
Nek5,0.02,10.393143499999999,0.0090817113,uz,uz,25.465592899999997
Nell2,0.03,7.60156367,0.00532918961,uz,uz,41.943983100000004
Nemf,5.8,1.67745315,0.88124117,uz,uz,16.82729117
Nenf,0.19,0.07110693,0.00882885,b,uz,1.7286404
Neo1,1.12,1.32839107,0.33715733,uz,uz,5.50890959
Net1,1.55,4.47611844,0.50165614,uz,uz,15.35947136
Neu1,0.84,0.34009629,0.09748652,b,uz,3.77078306
Nf2,1.59,6.67291903,0.51891593,uz,uz,22.09860461
Nfam1,0.03,16.40524717,0.02851301,uz,uz,18.29323482
Nfat5,0.95,0.56240023,0.21409703,b,uz,3.46314602
Nfatc1,0.03,16.37067333,0.02851949,uz,uz,18.24901462
Nfatc2ip,5.49,1.77827557,1.51917941,unz,unz,11.91294642
Nfatc4,0.3,17.72493883,0.08645336,uz,uz,61.33014124
Nfe2l1,2.75,1.3221711,0.43794291,uz,uz,11.05171319
Nfe2l2,2.02,210.50417959,1.67732429,unz,uz,255.49052558
Nfia,1.01,1.12684046,0.19297481,uz,uz,6.90659426
Nfib,1.48,2.72101296,0.41938922,uz,uz,11.05416634
Nfkb1,0.3,0.18908217,0.06140085,b,uz,1.22382091
Nfkb2,0.24,0.96468319,0.12787699,b,uz,2.01479916
Nfkbib,2.19,2.49149836,1.1701494,unz,uz,6.84268941
Nfs1,1.4,107.36295016,0.56236165,uz,uz,267.80410159
Nfu1,8.1,11.81608829,2.10997041,unz,unz,53.45586621
Nfx1,3.46,0.61772407,0.39728509,b,b,8.84516441
Nfxl1,0.45,33.26152777,0.17370365,uz,uz,86.73693478
Nfya,1.6,0.97763378,0.46965573,b,uz,4.91929627
Ngdn,4.49,5.93648831,2.54631128,unz,unz,14.95617989
Nhlrc3,0.05,15.31587404,0.03485131,uz,uz,23.39044941
Nhp2,12.98,266.20899372,2.71326483,unz,unz,1286.34467521
Nicn1,1.08,4.87671568,1.3314816999999999,unz,uz,5.01834998
Nid2,5.77,14.14139763,2.41701959,unz,unz,39.55874112
Nif3l1,1.74,95.27909556,1.27539841,unz,uz,131.48404852
Ninl,0.33,2.82596328,0.24659920000000002,uz,uz,4.14773723
Nip7,7.47,6.98986496,1.41965479,unz,unz,44.26924371
Nipa1,0.15,10.470431699999999,0.12425215,uz,uz,12.86731778
Nipa2,0.62,0.8980771000000001,0.26010915,b,uz,2.76249107
Nipal2,0.02,10.8399381,0.00865602236,uz,uz,26.744135999999997
Nipal3,0.7,1.75312222,0.19005448,uz,uz,7.20322535
Nipbl,8.69,0.39740603,0.25292029,b,b,22.346123000000002
Nipsnap1,1.03,0.61178808,0.84177493,b,uz,1.78232358
Nisch,4.41,0.77591885,0.49297722,b,b,11.35940508
Nit1,1.22,0.98131403,0.29994417,b,uz,5.21300801
Nit2,3.8,6.721145,1.2023936000000002,unz,uz,25.02287022
Nkap,2.44,61.8444071,1.29001826,unz,uz,119.38814384
Nkapl,0.07,1.34705768,0.01919587,uz,uz,4.73880727
Nkd1,0.02,10.5373577,0.009339150019999999,uz,uz,26.7170895
Nkiras2,1.52,4.11800551,0.51089793,uz,uz,13.77636063
Nktr,1.17,0.60803727,0.23200946,b,uz,4.23217157
Nlgn2,0.27,3.13269672,0.10496638,uz,uz,8.24339521
Nln,1.06,0.86516729,0.32563305,b,uz,3.86363999
Nlrx1,0.12,24.15089061,0.10374484,uz,uz,27.5402238
Nmb,0.23,0.93101908,0.09945384,b,uz,2.42825998
Nmd3,2.15,47.03962387,1.21305514,unz,uz,85.55581385
Nme1,13.95,6.00471015,2.59175506,unz,unz,46.2770826
Nme2,14.48,3.84785088,2.36413792,unz,unz,38.04318678
Nme4,4.66,2.17085699,0.91441682,uz,uz,15.71483694
Nme7,1.86,1.54648326,0.45469043,uz,uz,8.1884419
Nmi,0.17,3.34713389,0.11775317,uz,uz,5.01531049
Nmnat1,0.3,1.00663824,0.08941284,uz,uz,3.65754418
Nmral1,0.79,1.43013383,0.39748672,uz,uz,3.65046101
Nmt1,3.65,5.56599669,1.36597917,unz,unz,18.52940236
Nmt2,1.4,0.04581071,0.02083026,b,b,4.48756169
Nob1,2.85,2.82180838,1.25169227,unz,unz,9.27935089
Noc3l,0.82,3.1874987,0.7906532,uz,uz,4.13819303
Noc4l,2.12,496.43127266,1.59469086,unz,uz,661.77060283
Nod1,0.36,17.84791225,0.17362972,uz,uz,37.68162292
Nol11,3.32,156.20860632,1.36283867,unz,uz,384.16961619
Nol12,1.68,12.40112618,1.22602158,unz,uz,18.64400314
Nol7,4.45,1.53686887,0.9669517,uz,uz,11.51873397
Nol8,1.69,180.57097756,1.22004203,unz,uz,251.82539388
Nol9,3.16,6.65148292,1.51021779,unz,unz,17.07671228
Nolc1,11.02,1.26811712,1.26330932,unz,unz,22.09129048
Nom1,1.66,0.70222089,0.31545429999999997,b,uz,5.355708
Nomo1,2.41,307.86878181,2.09155701,unz,unz,357.03132031
Nono,12.02,82.70425347,4.20399765,unz,unz,248.49700717
Nop14,4.88,1.77165255,1.29099799,unz,unz,11.57216059
Nop16,8.05,296.19671559,2.19329096,unz,unz,1094.61595533
Nop2,6.73,370.57473909,2.16741245,unz,unz,1158.07632341
Nop56,11.0,11.62109163,2.44527663,unz,unz,63.26150276
Nop58,12.38,10.55148106,4.13017393,unz,unz,44.02044497
Nosip,1.94,0.3612343,0.23560279,b,b,4.90535823
Notch1,0.28,5.15757921,0.15126272,uz,uz,9.75762838
Npat,1.59,2.49272394,0.48286153,uz,uz,9.77718028
Npc2,11.7,4.0829992,1.85833225,unz,unz,37.40919375
Npepps,6.53,10.96031502,2.69853605,unz,unz,33.03240902
Npff,0.13,5.50241911,0.0719683,uz,uz,10.06881282
Nphp1,0.62,2.32482028,0.29384658,uz,uz,5.52209673
Nphp3,0.36,2.31398848,0.36324968,uz,uz,2.6443791
Nphp4,0.21,18.939336100000002,0.12651892,uz,uz,32.27406265
Npl,1.1,1.87018375,0.26185058,uz,uz,8.9488037
Npm1,79.68,4.37194848,3.09330857,unz,unz,192.30807612
Npm2,0.04,4.21734934,0.00454640532,uz,uz,36.2472309
Npm3,4.67,315.03457674,2.54969512,unz,unz,581.80128466
Npnt,0.09,10.70272997,0.034473199999999996,uz,uz,27.117069800000003
Npr1,1.29,176.79154612,0.82777483,uz,uz,277.46435085
Npr3,0.05,0.90374958,0.01011832,b,uz,4.17011373
Nptx1,0.04,14.12143775,0.03313297,uz,uz,15.73265166
Nptx2,0.54,31.51822641,0.20144958,uz,uz,85.47913574
Nqo2,0.52,18.78996534,0.46770068,uz,uz,21.27633811
Nr1d2,0.3,64.69152851,0.29202294,uz,uz,66.33938924
Nr1h2,4.48,4.73125986,1.34972372,unz,unz,20.18629223
Nr2c1,0.53,50.01603305,0.28097882,uz,uz,95.75500766
Nr2c2,1.81,0.20227622,0.09232225,b,uz,5.76128758
Nr2c2ap,2.26,1.05716044,0.56593741,uz,uz,6.47363573
Nr3c1,0.38,1.71588467,0.29059959,uz,uz,2.59095463
Nr4a1,0.59,0.81235525,0.14500748,b,uz,3.89248108
Nr6a1,0.86,71.95035308,0.46370061,uz,uz,134.40998549
Nradd,0.39,30.27611381,0.23620286,uz,uz,50.90647371
Nras,3.08,323.67596613,2.69210363,unz,unz,373.25587426
Nrbf2,0.25,8.40560222,0.08506835,uz,uz,25.38745044
Nrbp1,1.17,3.34649485,1.67702385,unz,uz,3.5168494
Nrd1,2.03,0.01522351,0.02107492,b,b,3.4898501000000004
Nrf1,1.98,9.60374811,0.84480558,uz,uz,24.47509508
Nrip1,0.32,0.84731587,0.08197422,b,uz,3.67324022
Nrm,3.04,0.25074272,0.14660418,b,b,8.23086076
Nrp2,1.28,1.79599214,0.30370514,uz,uz,8.85186369
Nrtn,0.37,9.64570555,0.19766689,uz,uz,18.60038758
Nsa2,0.91,8.26570788,0.57616206,uz,uz,13.93455827
Nsd1,8.58,27.48575938,3.09577539,unz,unz,84.71487606
Nsdhl,2.32,0.74609311,0.57981816,b,uz,5.2990473
Nsf,4.28,0.37052894,0.39363479,b,b,8.3028296
Nsfl1c,3.71,160.94120507,1.96312794,unz,unz,308.25836797
Nsg2,0.13,0.90425186,0.04810719,b,uz,2.52821579
Nsl1,1.51,0.62235255,0.26238961,b,uz,5.09921003
Nsmaf,0.92,2.30204355,0.51867662,uz,uz,4.9919484
Nsmce1,1.5,1.72423924,0.43485832,uz,uz,7.466108999999999
Nsmce2,4.57,0.74868905,0.70704545,b,b,9.41181864
Nsmce4a,4.83,0.79261909,0.80007801,b,b,9.61692786
Nsun2,6.89,2.79078657,1.44544826,unz,unz,20.19906409
Nsun4,0.98,47.04964582,0.70281796,uz,uz,66.52204228
Nsun5,1.42,146.66130897,0.71481529,uz,uz,291.88564514
Nt5c2,0.64,106.91347617,0.52742343,uz,uz,129.97814895
Nt5dc2,2.18,127.67332688,1.42640517,unz,uz,197.35847839
Nt5dc3,0.68,9.64312265,0.58835311,uz,uz,11.84912326
Ntan1,1.61,0.35047276,0.22467981,b,uz,4.13267765
Nthl1,1.09,2.48875309,0.58273283,uz,uz,5.7246734
Ntn1,0.76,1.26642247,0.26108939999999997,uz,uz,4.47444695
Ntpcr,0.89,4.84487294,0.49736921,uz,uz,9.58938801
Nuak1,0.08,5.36985344,0.03946138,uz,uz,10.35095799
Nub1,1.81,115.94957026,0.77355723,uz,uz,273.65919992
Nubp1,3.68,51.23459043,2.34605664,unz,unz,84.04689182
Nubpl,0.77,0.84211756,0.23412876,b,uz,3.54761236
Nucb1,2.94,0.86927266,0.63735674,b,b,6.95453183
Nudc,10.78,9.17676283,1.87368104,unz,unz,63.60349949
Nudcd2,5.21,417.93338011,2.37479727,unz,unz,922.69746115
Nudcd3,3.65,0.24365481,0.16875972,b,b,8.91365027
Nudt1,1.52,160.8116991,1.21815636,unz,uz,202.37610094
Nudt11,0.1,13.33593658,0.04364209,uz,uz,32.0855267
Nudt13,0.5,272.13974902,0.47773324,uz,uz,286.60181695
Nudt14,0.7,0.88231358,0.25528575,b,uz,3.10367793
Nudt16,0.19,11.1027916,0.0319692237,uz,uz,65.6990564
Nudt16l1,2.38,3.51298462,0.86184444,uz,uz,12.086756
Nudt19,1.75,4.87572162,0.59882214,uz,uz,16.02336862
Nudt22,0.77,2.49975403,0.36319504,uz,uz,6.08117885
Nudt4,5.48,2.59968128,0.88457627,uz,uz,21.58466236
Nudt5,3.16,0.70944857,0.46079977,b,uz,8.0308393
Nuf2,1.27,151.36519397,0.69466647,uz,uz,277.16320885
Nufip2,3.99,180.75067903,3.02303075,unz,unz,242.50544080000003
Numa1,2.55,0.07914579,0.09994777,b,b,4.56133568
Numb,0.51,57.88937933,0.43658583,uz,uz,67.93163179999999
Nup133,2.46,9.36224978,1.12549573,unz,uz,22.89739475
Nup188,1.6,235.11967704,1.28259723,unz,uz,294.60378674
Nup205,1.22,0.26371708,0.24626299,b,uz,2.52909127
Nup210,3.87,5.92501268,1.84187969,unz,unz,16.32887852
Nup37,1.62,1.34785073,0.50123268,uz,uz,5.97330188
Nup43,3.27,126.50616229999999,1.6856349,unz,unz,248.43208641
Nup50,1.95,3.7858095,1.60206529,unz,unz,6.54474406
Nup54,1.24,9.70026231,0.8717357,uz,uz,15.08478738
Nup62,2.38,162.76729996,2.03499716,unz,unz,192.43115654
Nup85,3.89,2.15378062,0.70218091,uz,uz,15.829332199999998
Nup88,4.68,1.83943896,1.185657,unz,unz,11.93402482
Nup98,1.73,0.18372894,0.08535366,b,uz,5.4410324999999995
Nupl2,0.31,2.66919709,0.33781619,uz,uz,2.80082777
Nupr1,5.79,5.51726261,0.50204401,uz,uz,69.41534539
Nusap1,2.24,50.8041674,0.62680141,uz,uz,183.82803700000002
Nutf2,0.75,66.06972259,0.60774802,uz,uz,82.82712219
Nvl,5.17,245.815571,2.5352247,unz,unz,506.86845192
Nxf1,2.02,3.28984414,0.94662134,uz,uz,9.062137400000001
Nxf2,0.02,11.020132199999999,0.008466085279999999,uz,uz,27.2312874
Nxn,3.04,6.93725969,1.36406473,unz,unz,18.52730439
Nxph3,0.04,14.094560099999999,0.017113032099999998,uz,uz,34.6971332
Nxt1,2.94,1.00137353,0.43841252,uz,uz,9.66069415
Nynrin,2.68,0.92933976,1.01132821,unz,unz,5.14813444
Oaf,0.33,4.48392106,0.18724161,uz,uz,8.31906781
Oas3,0.04,0.15754072,0.00359417,b,uz,1.9317488999999999
Oat,2.98,0.66171087,0.92787168,b,unz,5.10946353
Obsl1,0.1,23.86913358,0.09332034,uz,uz,24.81364871
Ociad1,4.35,0.9516121999999999,1.03431027,unz,unz,8.34267826
Ociad2,1.25,86.87239079999999,0.41892678,uz,uz,260.73919095
Ocrl,2.75,0.15933032,0.47022264,b,unz,3.68697275
Odc1,2.1,1.96559355,0.43121425,uz,uz,11.67921618
Odf2,3.08,1.7717251,0.87073138,uz,uz,9.33579698
Odf2l,0.43,5.0431713,0.26295384,uz,uz,8.68728178
Ofd1,1.7,1.95411516,2.45446768,unz,unz,3.05500285
Ogdh,2.47,192.27583703,1.50800717,unz,uz,317.84943078
Ogfod1,1.32,0.74455133,0.4320273,b,uz,3.59349272
Ogfr,0.83,0.87562043,0.26121025,b,uz,3.60279846
Ogfrl1,0.33,0.54050693,0.05328891,b,uz,3.73175104
Ogt,3.23,343.08416823,2.78055372,unz,unz,402.15433225
Oip5,2.13,1.38745562,0.68743914,uz,uz,6.4319028
Ola1,3.03,1.85063037,0.39875617,uz,uz,17.10755389
Olfml2b,0.05,15.03084697,0.03519537,uz,uz,22.56421243
Olfml3,0.02,11.292194699999998,0.00847777686,uz,uz,27.8580877
Olfr1372-ps1,0.05,15.68035584,0.03434223,uz,uz,24.23647054
Olig1,0.26,3.0729826,0.24849527,uz,uz,3.48796301
Oma1,1.06,1.03327497,0.44991839,uz,uz,3.51057884
Opa1,1.16,1.3250555,0.78045203,uz,uz,3.11911198
Opa3,1.35,101.6175941,0.96640473,uz,uz,142.89037788
Optn,1.5,1.60959211,0.4803438,uz,uz,6.53730091
Orai1,0.9,61.61045835,0.59060138,uz,uz,94.83285778
Orai3,0.28,1.83398018,0.18652067,uz,uz,3.02598989
Oraov1,0.6,2.92863484,0.42544981,uz,uz,4.70893227
Orc1,1.43,6.89369075,0.50968796,uz,uz,20.732344100000002
Orc2,5.76,2.42965236,0.94619918,uz,uz,20.54193464
Orc3,1.95,0.77016737,0.42033773,b,uz,5.53113355
Orc4,1.78,0.30503234,0.27072804,b,uz,3.79362421
Orc5,1.98,1.54656535,0.58975212,uz,uz,7.17123112
Orc6,3.91,9.34609415,1.15353056,unz,uz,35.62325070000001
Ormdl3,0.58,30.81191248,0.52066358,uz,uz,34.88639476
Os9,1.59,1.53623408,0.397072,uz,uz,7.75141655
Osbp,0.54,156.93783768,0.37751246,uz,uz,225.18611747
Osbpl10,0.44,151.87536527,0.37830025,uz,uz,176.95956178
Osbpl11,0.58,4.15589313,0.50782754,uz,uz,5.32110907
Osbpl1a,0.62,67.60509879,0.43427449,uz,uz,97.28198032
Osbpl7,0.31,1.73926166,0.17700407,uz,uz,3.36373127
Osbpl8,0.27,0.71246624,0.05328052,b,uz,3.88365582
Oscp1,0.1,11.198130599999999,0.0327742008,uz,uz,34.467183899999995
Osgep,4.16,3.13397895,1.62972785,unz,unz,12.14536003
Osgepl1,0.98,1.92657217,0.39617524,uz,uz,5.74876418
Osgin2,0.29,1.17283732,0.20092791,uz,uz,1.99767619
Osm,0.16,19.00878541,0.05935826,uz,uz,50.88527406
Ostc,7.5,1.91800687,1.06254766,unz,unz,21.04320067
Ostf1,13.62,151.22006629,2.35589097,unz,unz,888.12238289
Ostm1,1.51,3.36740193,1.24965964,unz,uz,5.58418691
Otub1,6.05,3.80930792,1.30162457,unz,unz,23.73620935
Otud3,0.38,0.14496099999999998,0.02854163,b,uz,2.32075499
Otud4,1.41,1.16979351,0.30624802,uz,uz,6.81095082
Otud6b,0.91,1.20586031,0.83942438,uz,uz,2.21222743
Otud7b,0.28,7.17837625,0.06657026,uz,uz,30.69092078
Ovca2,1.3,0.1595802,0.16769975,b,uz,2.53810135
Oxa1l,1.38,2.0254678,1.07064768,unz,uz,3.98158356
Oxct1,3.47,122.05836055,1.77137349,unz,unz,242.58084736
Oxnad1,2.26,2.73271799,0.9184933000000001,uz,uz,8.97917948
Oxr1,1.28,0.31462625,0.17844079,b,uz,3.5253262000000003
Oxsm,0.15,20.87419114,0.06814864,uz,uz,46.28809492
Oxsr1,3.47,0.21971390000000002,0.15363854,b,b,8.42554103
P2rx7,0.07,0.05004191,0.00357822,b,uz,1.02497215
P2ry2,0.53,0.51888859,0.12313966,b,uz,2.77028175
P4ha1,0.66,163.12571914,0.5275306,uz,uz,205.60666458
P4ha2,0.23,22.50955901,0.17766126,uz,uz,29.80274002
P4htm,0.14,2.28306005,0.04929907,uz,uz,6.79847999
Pa2g4,14.16,2.24091083,1.14076005,unz,unz,41.97491547
Pabpc1,39.39,5.13435694,3.68894856,unz,unz,94.21948311
Pacsin1,0.25,2.59852363,0.05432427,uz,uz,12.17322849
Padi4,0.25,40.1737161,0.0680868297,uz,uz,145.646205
Paf1,2.61,72.79112297,1.0537244,unz,uz,183.02391672
Pafah1b1,5.57,1.3003457,0.81095781,uz,uz,14.49084843
Pafah1b2,2.51,0.5161836,0.5477559000000001,b,uz,4.87600279
Pag1,0.1,23.34001291,0.09215328,uz,uz,24.30557134
Paics,12.14,13.46835503,4.00066946,unz,unz,53.00879209
Paip2b,1.57,1.10059928,0.32916246,uz,uz,6.83998528
Pak1,1.73,301.4953352,1.13689085,unz,uz,461.30881858
Pak1ip1,4.33,4.4185525000000005,1.67757849,unz,unz,15.74684403
Pak2,1.94,2.96738191,0.96800367,uz,uz,7.88090697
Pak3,0.04,0.1575188,0.00367462,b,uz,1.93166139
Pak4,1.82,90.46000236,0.89443061,uz,uz,185.6975503
Palld,0.66,47.7353719,0.23176105,uz,uz,137.46861465
Palm3,1.86,2.48418659,0.26640665,uz,uz,19.23102461
Pan2,0.26,1.30961329,0.1420313,uz,uz,2.66467773
Pank1,0.83,335.22268225,0.54523882,uz,uz,508.72902483
Pank4,1.32,5.91555858,0.79846196,uz,uz,11.05834515
Papd7,0.32,4.98074546,0.13412194,uz,uz,12.03250961
Papola,5.37,5.70616217,1.54552654,unz,unz,25.18315892
Papolb,0.03,15.30243193,0.030464099999999997,uz,uz,17.06166611
Paqr5,0.02,11.067663900000001,0.008562107259999998,uz,uz,27.3250897
Paqr7,0.06,0.82984324,0.02175242,b,uz,2.30931075
Pard3,1.49,60.49898798,0.80709248,uz,uz,113.52428394
Pard6g,0.52,1.51323625,0.17167901,uz,uz,5.14999245
Park7,21.59,147.36758657,3.12032464,unz,unz,1041.38431549
Parl,4.69,148.97253144,2.3310542,unz,unz,304.73758533
Parn,1.3,9.04508454,1.1546713,unz,uz,11.52247799
Parp1,13.08,3.63697876,2.96423939,unz,unz,29.13548687
Parp10,0.09,19.3468845,0.0347759811,uz,uz,47.946961200000004
Parp12,0.15,17.3139647,0.045933052800000006,uz,uz,56.349380200000006
Parp2,1.75,97.19979668,1.45371318,unz,uz,118.93864606
Parp3,0.25,3.34667861,0.25052542,uz,uz,3.63550304
Pars2,0.33,2.16564178,0.25037346,uz,uz,3.14940544
Parva,0.04,13.9875688,0.017108311100000002,uz,uz,34.4464348
Parvb,1.04,121.40441319,0.81171653,uz,uz,157.0879204
Patz1,1.81,0.62989368,0.31832987,b,uz,5.3806389
Paxip1,1.38,109.06760534,0.75669662,uz,uz,200.02621124
Pbk,1.05,198.50862107,1.04817733,unz,uz,199.39498955
Pbrm1,4.35,9.67435398,1.80774147,unz,unz,27.62873304
Pbx1,0.12,1.43183555,0.04507276,uz,uz,3.98123278
Pbx2,0.35,1.40569583,0.15442857,uz,uz,3.53500329
Pbxip1,0.66,0.43514892,0.13482654,b,uz,2.80480368
Pccb,1.03,50.57181104,0.6873201999999999,uz,uz,76.97611394
Pcdh1,0.02,10.8972878,0.008524098559999999,uz,uz,27.105818
Pcdhga1,0.03,16.45413741,0.02852228,uz,uz,18.33803795
Pcdhgc4,0.02,11.1875377,0.00851140766,uz,uz,27.832519800000004
Pcf11,1.98,1.88015841,0.61301454,uz,uz,8.03837624
Pcgf2,1.12,166.68682242,0.97363856,uz,uz,192.45934848
Pcgf6,2.02,1.65846335,0.89670614,uz,uz,5.76524541
Pcid2,1.11,115.82018728,0.72235031,uz,uz,178.83358838
Pcif1,1.34,0.11678388,0.05871202,b,b,4.01333241
Pck2,2.17,1.55380949,0.29606749,uz,uz,13.57720453
Pcm1,1.6,0.68544634,0.34970276,b,uz,4.74167179
Pcmt1,6.22,0.65011459,0.91300346,b,unz,10.64379631
Pcnt,6.01,1.60364469,0.92578824,uz,uz,16.4284953
Pcnxl3,0.74,4.81378189,0.38796476,uz,uz,9.92089966
Pcolce,2.34,247.65550589999998,1.69226747,unz,uz,344.96826255
Pcolce2,1.43,65.84373621,0.9358109,uz,uz,102.12997829999999
Pcsk6,1.37,0.40170444,0.15453084,b,uz,4.92658591
Pcsk7,0.3,20.42802947,0.23143786,uz,uz,26.72081106
Pctp,0.31,0.24624962,0.036324199999999994,b,uz,2.39598291
Pcx,0.09,1.3622773000000001,0.02526612,uz,uz,4.752015900000001
Pcyt1a,0.24,1.4680205,0.04463498,uz,uz,8.07894412
Pcyt1b,1.45,1.42337333,0.49813987,uz,uz,5.60663558
Pdap1,9.27,2.71108788,0.72846248,uz,uz,43.77859464
Pdcd10,1.02,0.34672416,0.18875058,b,uz,2.89322761
Pdcd11,4.43,1.67396965,0.98981235,uz,uz,11.934107800000001
Pdcd2,1.51,1.11880779,0.47892838,uz,uz,5.02806596
Pdcd2l,2.27,1.18597843,0.6302449999999999,uz,uz,6.54610306
Pdcd5,6.57,1.6022043,0.53530256,uz,uz,26.21770413
Pdcd6,8.69,1.35773846,1.30697285,unz,unz,17.71625327
Pdcl3,2.23,202.21026080000001,2.18433554,unz,unz,209.13237469999999
Pde2a,0.02,11.598601400000002,0.008479583709999999,uz,uz,28.6262299
Pde5a,0.09,23.34122272,0.06683509,uz,uz,30.37944212
Pde9a,0.61,6.30414561,0.31952865,uz,uz,12.71093565
Pdf,0.86,1.43721938,0.41868140000000004,uz,uz,3.79280437
Pdgfa,13.24,15.34251021,1.8830103,unz,unz,121.15042345
Pdgfb,0.06,14.24914724,0.03623199,uz,uz,22.05734402
Pdha1,11.7,152.05694189,3.3441022000000005,unz,unz,543.7154302
Pdhx,2.59,0.09192091,0.0991479,b,b,5.00021036
Pdia3,11.46,70.23150327,4.01292399,unz,unz,211.98127072
Pdik1l,0.43,44.98970089,0.23772795,uz,uz,82.58623073
Pdk1,2.57,2.43373752,0.54095791,uz,uz,14.13495158
Pdk2,0.1,12.3743398,0.0311663333,uz,uz,37.8408826
Pdk3,2.71,2.07877559,1.19649872,unz,unz,7.41442335
Pdlim1,1.71,101.19111121,1.60709212,unz,uz,109.51172345
Pdlim2,0.1,22.080796600000003,0.029756714500000003,uz,uz,71.226996
Pdlim4,0.79,1.49356719,0.08114802,uz,uz,15.3702671
Pdlim5,0.57,11.57425643,0.58167367,uz,uz,11.81345829
Pdlim7,0.81,95.2107255,0.50871173,uz,uz,151.93762344
Pdpk1,2.66,0.05169515,0.05763635,b,b,5.04680852
Pdrg1,1.41,6.0995179,0.62449605,uz,uz,15.22197368
Pds5a,1.41,32.99520538,1.21379078,unz,uz,39.61620558
Pds5b,0.87,4.10707384,0.82373144,uz,uz,5.22929361
Pdss1,0.86,0.18743970000000001,0.16533074,b,uz,1.83591173
Pdxdc1,2.05,1.31442747,0.63206781,uz,uz,6.31880903
Pdxp,0.96,4.47791808,0.40227959,uz,uz,11.62100628
Pdzd11,2.46,3.46176743,0.76775784,uz,uz,13.56031228
Pdzd4,1.13,0.16329767,0.1566213,b,uz,2.31464961
Pdzk1,0.16,55.114932200000005,0.07669770940000001,uz,uz,118.451268
Pea15a,0.21,4.00972371,0.08183412,uz,uz,10.35846534
Pear1,0.02,10.189965699999998,0.008406653940000001,uz,uz,26.017256699999997
Pecr,1.11,2.50123761,0.46023199,uz,uz,7.15497016
Pef1,0.86,112.73904376,0.58026541,uz,uz,167.86580166
Peg10,1.73,67.06381294,0.38810724,uz,uz,300.11467533
Peg3,0.97,1.68940515,0.09429629,uz,uz,18.29490303
Peli1,0.58,61.03822949,0.34637732,uz,uz,102.60746572
Pelp1,3.28,1.32798401,0.77447101,uz,uz,8.89837896
Pemt,0.19,4.49547095,0.18363121,uz,uz,4.83665214
Pepd,2.0,0.68257592,0.43572801,b,uz,5.13428117
Perp,0.22,2.16643906,0.11233689999999999,uz,uz,4.54415126
Pes1,3.78,457.21567881,2.61999916,unz,unz,662.91271449
Pex1,0.67,352.55835093,0.57862552,uz,uz,410.77584431
Pex11b,0.64,4.95059795,0.61347814,uz,uz,5.81610943
Pex12,0.64,1.2073180000000001,0.15780476,uz,uz,5.54803907
Pex14,0.72,0.64208801,0.27823688,b,uz,2.38516968
Pex16,0.6,0.75440386,0.20270333,b,uz,2.84807717
Pex3,0.74,87.12458384,0.42143398,uz,uz,153.83371345
Pex5,1.18,0.6551011999999999,0.32829762,b,uz,3.52379057
Pex6,0.38,2.41843926,0.39349413,uz,uz,2.68045862
Pex7,1.32,0.46173383,0.28919099,b,uz,3.43993955
Pfas,3.61,156.54897538,3.51767686,unz,unz,164.36194734
Pfdn1,11.85,222.23456029,3.13321017,unz,unz,852.54103114
Pfdn2,6.9,2.20511082,1.75255707,unz,unz,15.58274247
Pfdn4,4.8,1.51977464,0.77940902,uz,uz,14.17129563
Pfdn5,1.26,77.97749144,0.44170698,uz,uz,224.29117902
Pfkfb2,0.52,3.83353522,0.49700954,uz,uz,4.50397585
Pfkl,12.8,1.27834524,1.40521759,unz,unz,24.43790491
Pfkm,0.61,3.64139608,0.43151019,uz,uz,5.75027581
Pfkp,10.04,2.22613582,1.03298896,unz,unz,31.68199344
Pfn2,0.23,31.34196733,0.13349938,uz,uz,53.63864441
Pgam1,3.89,0.41470471,0.32376699,b,uz,8.88156037
Pgam2,0.1,1.3739576999999998,0.03693294,uz,uz,3.70674275
Pgap1,0.61,4.28703271,0.18164952,uz,uz,14.93351352
Pgap2,0.49,1.2800368999999998,0.25076269,uz,uz,2.97985742
Pgap3,0.05,15.73152482,0.03435247,uz,uz,24.30674117
Pgd,6.97,251.40033817,3.58709676,unz,unz,495.3175447
Pggt1b,0.84,2.71175277,0.85196268,uz,uz,3.52645727
Pgk1,12.88,4.2078983,2.2890813999999997,unz,unz,36.56942595
Pglyrp1,0.65,108.57756435,0.53319194,uz,uz,133.23057974
Pgm1,1.86,3.67328191,0.99287837,uz,uz,8.74953159
Pgm2,0.87,90.53148802,0.70624683,uz,uz,112.74996696
Pgm3,1.36,1.43727871,0.51516425,uz,uz,5.1627765
Pgpep1,1.81,1.71237818,0.50491768,uz,uz,7.96788393
Pgs1,2.67,1.55197202,0.41314775,uz,uz,12.69913457
Phactr1,0.03,15.1074729,0.02938631,uz,uz,16.89339286
Phactr4,0.68,157.40611425,0.6018361,uz,uz,177.33325069
Phax,4.23,2.93404182,1.26241701,unz,unz,14.05318224
